Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1484701593,2017-01-18T01:06:33Z,BAW32,"59.834057,41.682697",38000,469,270
1484701532,2017-01-18T01:05:32Z,BAW32,"59.840668,41.945328",38000,471,266
1484701469,2017-01-18T01:04:29Z,BAW32,"59.848347,42.219891",38000,470,266
1484701408,2017-01-18T01:03:28Z,BAW32,"59.855072,42.479828",38000,470,267
1484701347,2017-01-18T01:02:27Z,BAW32,"59.861298,42.74231",38000,470,267
1484701286,2017-01-18T01:01:26Z,BAW32,"59.867111,43.005249",38000,468,267
1484701223,2017-01-18T01:00:23Z,BAW32,"59.872463,43.276756",38000,467,267
1484701135,2017-01-18T00:58:55Z,BAW32,"59.87912,43.655594",38000,468,268
1484701077,2017-01-18T00:57:57Z,BAW32,"59.882797,43.901272",38000,466,268
1484701016,2017-01-18T00:56:56Z,BAW32,"59.886108,44.158813",38000,466,268
1484700953,2017-01-18T00:55:53Z,BAW32,"59.889359,44.449677",38000,467,268
1484700647,2017-01-18T00:50:47Z,BAW32,"59.896774,45.736816",38000,468,270
1484700583,2017-01-18T00:49:43Z,BAW32,"59.89732,46.010647",38000,470,270
1484700520,2017-01-18T00:48:40Z,BAW32,"59.887032,46.283413",38000,466,274
1484700459,2017-01-18T00:47:39Z,BAW32,"59.875629,46.539413",38000,465,275
1484700396,2017-01-18T00:46:36Z,BAW32,"59.862965,46.810093",38000,467,275
1484700335,2017-01-18T00:45:35Z,BAW32,"59.850449,47.066895",38000,464,275
1484700274,2017-01-18T00:44:34Z,BAW32,"59.837357,47.324799",38000,463,275
1484700211,2017-01-18T00:43:31Z,BAW32,"59.823116,47.594952",38000,464,276
1484700150,2017-01-18T00:42:30Z,BAW32,"59.809246,47.848301",38000,462,276
1484700087,2017-01-18T00:41:27Z,BAW32,"59.793961,48.11673",38000,460,276
1484700026,2017-01-18T00:40:26Z,BAW32,"59.779037,48.370514",38000,460,276
1484699965,2017-01-18T00:39:25Z,BAW32,"59.763718,48.622364",38000,459,277
1484699902,2017-01-18T00:38:22Z,BAW32,"59.747131,48.88623",38000,458,277
1484699841,2017-01-18T00:37:21Z,BAW32,"59.730698,49.139282",38000,460,277
1484699778,2017-01-18T00:36:18Z,BAW32,"59.712929,49.404572",38000,463,277
1484699717,2017-01-18T00:35:17Z,BAW32,"59.695469,49.657635",38000,464,277
1484699654,2017-01-18T00:34:14Z,BAW32,"59.676525,49.924149",38000,463,278
1484699593,2017-01-18T00:33:13Z,BAW32,"59.657913,50.17868",38000,462,278
1484699530,2017-01-18T00:32:10Z,BAW32,"59.637886,50.44524",38000,461,278
1484699468,2017-01-18T00:31:08Z,BAW32,"59.618473,50.69944",38000,459,279
1484699407,2017-01-18T00:30:07Z,BAW32,"59.602707,50.948456",38000,459,273
1484699346,2017-01-18T00:29:06Z,BAW32,"59.59346,51.201874",38000,460,274
1484699283,2017-01-18T00:28:03Z,BAW32,"59.583187,51.468578",38000,461,274
1484699222,2017-01-18T00:27:02Z,BAW32,"59.572853,51.723915",38000,461,274
1484699159,2017-01-18T00:25:59Z,BAW32,"59.561588,51.987022",38000,459,274
1484699098,2017-01-18T00:24:58Z,BAW32,"59.550522,52.238617",38000,459,275
1484699037,2017-01-18T00:23:57Z,BAW32,"59.538776,52.493622",38000,461,275
1484698976,2017-01-18T00:22:56Z,BAW32,"59.526672,52.746368",38000,459,275
1484698914,2017-01-18T00:21:54Z,BAW32,"59.514149,53.00174",38000,461,275
1484698853,2017-01-18T00:20:53Z,BAW32,"59.502914,53.256958",38000,459,272
1484698790,2017-01-18T00:19:50Z,BAW32,"59.496506,53.522552",38000,456,272
1484698728,2017-01-18T00:18:48Z,BAW32,"59.489944,53.773911",38000,453,273
1484698665,2017-01-18T00:17:45Z,BAW32,"59.482498,54.0396",38000,455,273
1484698591,2017-01-18T00:16:31Z,BAW32,"59.473415,54.339043",38000,454,273
1484698529,2017-01-18T00:15:29Z,BAW32,"59.4645,54.6124",38000,455,274
1484698421,2017-01-18T00:13:41Z,BAW32,"59.449356,55.043701",38000,454,274
1484698367,2017-01-18T00:12:47Z,BAW32,"59.441063,55.263031",38000,453,274
1484698305,2017-01-18T00:11:45Z,BAW32,"59.430801,55.521801",38000,454,275
1484698240,2017-01-18T00:10:40Z,BAW32,"59.419998,55.7817",38000,454,275
1484698175,2017-01-18T00:09:35Z,BAW32,"59.408298,56.049",38000,452,275
1484698110,2017-01-18T00:08:30Z,BAW32,"59.396099,56.316101",38000,450,275
1484698045,2017-01-18T00:07:25Z,BAW32,"59.383801,56.574402",38000,448,276
1484697980,2017-01-18T00:06:20Z,BAW32,"59.370602,56.8424",38000,450,275
1484697915,2017-01-18T00:05:15Z,BAW32,"59.3573,57.098099",38000,452,277
1484697850,2017-01-18T00:04:10Z,BAW32,"59.340199,57.3619",38000,452,277
1484697785,2017-01-18T00:03:05Z,BAW32,"59.322102,57.6329",38000,451,278
1484697724,2017-01-18T00:02:04Z,BAW32,"59.306107,57.865936",38000,453,277
1484697658,2017-01-18T00:00:58Z,BAW32,"59.287346,58.132828",38000,455,277
1484697597,2017-01-17T23:59:57Z,BAW32,"59.269749,58.37936",38000,455,278
1484697536,2017-01-17T23:58:56Z,BAW32,"59.251602,58.625977",38000,453,278
1484697473,2017-01-17T23:57:53Z,BAW32,"59.23201,58.885162",38000,451,278
1484697412,2017-01-17T23:56:52Z,BAW32,"59.21347,59.124207",38000,451,278
1484697349,2017-01-17T23:55:49Z,BAW32,"59.192753,59.383945",38000,448,278
1484697288,2017-01-17T23:54:48Z,BAW32,"59.173645,59.618591",38000,446,279
1484697225,2017-01-17T23:53:45Z,BAW32,"59.152634,59.87027",38000,447,279
1484697162,2017-01-17T23:52:42Z,BAW32,"59.131302,60.119293",38000,448,279
1484697101,2017-01-17T23:51:41Z,BAW32,"59.110199,60.360077",38000,447,279
1484697038,2017-01-17T23:50:38Z,BAW32,"59.087406,60.61451",38000,447,279
1484696977,2017-01-17T23:49:37Z,BAW32,"59.065712,60.850807",38000,446,280
1484696916,2017-01-17T23:48:36Z,BAW32,"59.043091,61.092682",38000,447,280
1484696855,2017-01-17T23:47:35Z,BAW32,"59.020416,61.331272",38000,449,280
1484696794,2017-01-17T23:46:34Z,BAW32,"58.99791,61.569122",38000,446,282
1484696731,2017-01-17T23:45:31Z,BAW32,"58.96907,61.817596",38000,449,282
1484696670,2017-01-17T23:44:30Z,BAW32,"58.94072,62.057125",38000,451,283
1484696607,2017-01-17T23:43:27Z,BAW32,"58.911026,62.303558",38000,448,283
1484696546,2017-01-17T23:42:26Z,BAW32,"58.882187,62.538574",38000,447,283
1484696474,2017-01-17T23:41:14Z,BAW32,"58.846359,62.825958",38000,446,283
1484696411,2017-01-17T23:40:11Z,BAW32,"58.816097,63.063721",38000,446,283
1484696350,2017-01-17T23:39:10Z,BAW32,"58.786148,63.29578",38000,445,284
1484696289,2017-01-17T23:38:09Z,BAW32,"58.755615,63.528088",38000,446,284
1484696226,2017-01-17T23:37:06Z,BAW32,"58.721786,63.771294",38000,448,283
1484696165,2017-01-17T23:36:05Z,BAW32,"58.695465,64.007233",38000,446,282
1484696102,2017-01-17T23:35:02Z,BAW32,"58.668137,64.250885",38000,448,282
1484696041,2017-01-17T23:34:01Z,BAW32,"58.641251,64.485718",38000,449,282
1484695978,2017-01-17T23:32:58Z,BAW32,"58.612747,64.730911",38000,446,282
1484695917,2017-01-17T23:31:57Z,BAW32,"58.585236,64.962959",38000,446,282
1484695854,2017-01-17T23:30:54Z,BAW32,"58.555687,65.208344",38000,448,283
1484695790,2017-01-17T23:29:50Z,BAW32,"58.525406,65.455124",38000,448,283
1484695729,2017-01-17T23:28:49Z,BAW32,"58.496246,65.689293",38000,448,283
1484695666,2017-01-17T23:27:46Z,BAW32,"58.465805,65.929489",38000,447,283
1484695605,2017-01-17T23:26:45Z,BAW32,"58.435822,66.162506",38000,446,283
1484695542,2017-01-17T23:25:42Z,BAW32,"58.40416,66.404663",38000,448,284
1484695481,2017-01-17T23:24:41Z,BAW32,"58.373432,66.636475",38000,449,284
1484695420,2017-01-17T23:23:40Z,BAW32,"58.342484,66.866692",38000,450,284
1484695357,2017-01-17T23:22:37Z,BAW32,"58.309204,67.109894",38000,447,284
1484695296,2017-01-17T23:21:36Z,BAW32,"58.277119,67.340973",38000,448,284
1484695235,2017-01-17T23:20:35Z,BAW32,"58.244522,67.572472",38000,450,285
1484695174,2017-01-17T23:19:34Z,BAW32,"58.211617,67.802399",38000,447,285
1484695112,2017-01-17T23:18:32Z,BAW32,"58.177681,68.035492",38000,445,285
1484695049,2017-01-17T23:17:29Z,BAW32,"58.142624,68.274712",38000,446,284
1484694985,2017-01-17T23:16:25Z,BAW32,"58.108566,68.516411",38000,447,285
1484694924,2017-01-17T23:15:24Z,BAW32,"58.076157,68.743401",38000,446,285
1484694863,2017-01-17T23:14:23Z,BAW32,"58.04306,68.97155",38000,447,285
1484694800,2017-01-17T23:13:20Z,BAW32,"58.008091,69.209656",38000,446,285
1484694736,2017-01-17T23:12:16Z,BAW32,"57.972336,69.449188",38000,444,285
1484694672,2017-01-17T23:11:12Z,BAW32,"57.936821,69.68399",38000,445,286
1484694611,2017-01-17T23:10:11Z,BAW32,"57.901768,69.91214",38000,444,286
1484694550,2017-01-17T23:09:10Z,BAW32,"57.867039,70.135345",38000,443,286
1484694447,2017-01-17T23:07:27Z,BAW32,"57.806892,70.514923",38000,443,286
1484694401,2017-01-17T23:06:41Z,BAW32,"57.780033,70.682007",38000,443,286
1484694338,2017-01-17T23:05:38Z,BAW32,"57.741943,70.915329",38000,443,287
1484694277,2017-01-17T23:04:37Z,BAW32,"57.70578,71.132957",38000,442,286
1484694214,2017-01-17T23:03:34Z,BAW32,"57.669704,71.364441",38000,439,286
1484694153,2017-01-17T23:02:33Z,BAW32,"57.634827,71.585281",38000,440,286
1484694090,2017-01-17T23:01:30Z,BAW32,"57.597965,71.815231",38000,439,286
1484694029,2017-01-17T23:00:29Z,BAW32,"57.5625,72.03392",38000,440,286
1484693966,2017-01-17T22:59:26Z,BAW32,"57.524826,72.263344",38000,440,287
1484693905,2017-01-17T22:58:25Z,BAW32,"57.488522,72.481056",38000,437,287
1484693844,2017-01-17T22:57:24Z,BAW32,"57.452351,72.695824",38000,436,287
1484693781,2017-01-17T22:56:21Z,BAW32,"57.413433,72.923965",38000,437,287
1484693720,2017-01-17T22:55:20Z,BAW32,"57.37587,73.141479",38000,440,287
1484693659,2017-01-17T22:54:19Z,BAW32,"57.338112,73.357307",38000,439,288
1484693598,2017-01-17T22:53:18Z,BAW32,"57.299789,73.573639",38000,439,288
1484693537,2017-01-17T22:52:17Z,BAW32,"57.261162,73.791267",38000,441,288
1484693474,2017-01-17T22:51:14Z,BAW32,"57.220551,74.017639",38000,440,288
1484693413,2017-01-17T22:50:13Z,BAW32,"57.181091,74.23497",38000,442,288
1484693217,2017-01-17T22:46:57Z,BAW32,"57.051178,74.933105",38000,441,289
1484693155,2017-01-17T22:45:55Z,BAW32,"57.009247,75.153694",38000,440,289
1484693100,2017-01-17T22:45:00Z,BAW32,"56.97221,75.345482",38000,440,289
1484693038,2017-01-17T22:43:58Z,BAW32,"56.931244,75.556152",38000,437,289
1484692977,2017-01-17T22:42:57Z,BAW32,"56.889221,75.769875",38000,438,289
1484692916,2017-01-17T22:41:56Z,BAW32,"56.847218,75.981094",38000,439,290
1484692854,2017-01-17T22:40:54Z,BAW32,"56.804436,76.193642",38000,439,290
1484692793,2017-01-17T22:39:53Z,BAW32,"56.761284,76.406105",38000,437,290
1484692732,2017-01-17T22:38:52Z,BAW32,"56.718155,76.616165",38000,438,290
1484692668,2017-01-17T22:37:48Z,BAW32,"56.672653,76.835289",38000,436,290
1484692606,2017-01-17T22:36:46Z,BAW32,"56.628284,77.046768",38000,434,290
1484692431,2017-01-17T22:33:51Z,BAW32,"56.499023,77.645454",38000,435,291
1484692416,2017-01-17T22:33:36Z,BAW32,"56.488495,77.692902",38000,435,291
1484692355,2017-01-17T22:32:35Z,BAW32,"56.443611,77.893753",38000,436,292
1484692290,2017-01-17T22:31:30Z,BAW32,"56.393612,78.115799",38000,434,292
1484692229,2017-01-17T22:30:29Z,BAW32,"56.348366,78.315697",38000,434,293
1484692168,2017-01-17T22:29:28Z,BAW32,"56.300415,78.516457",38000,434,293
1484692103,2017-01-17T22:28:23Z,BAW32,"56.245697,78.74334",38000,433,293
1484692042,2017-01-17T22:27:22Z,BAW32,"56.199818,78.931702",38000,434,293
1484691977,2017-01-17T22:26:17Z,BAW32,"56.144531,79.156578",38000,432,293
1484691916,2017-01-17T22:25:16Z,BAW32,"56.097309,79.346863",38000,432,294
1484691851,2017-01-17T22:24:11Z,BAW32,"56.044193,79.558952",38000,432,294
1484691785,2017-01-17T22:23:05Z,BAW32,"55.990173,79.772728",38000,432,294
1484691724,2017-01-17T22:22:04Z,BAW32,"55.940056,79.968964",38000,433,294
1484691659,2017-01-17T22:20:59Z,BAW32,"55.885757,80.179634",38000,432,294
1484691598,2017-01-17T22:19:58Z,BAW32,"55.833939,80.379059",38000,433,294
1484691533,2017-01-17T22:18:53Z,BAW32,"55.779312,80.587204",38000,432,295
1484691472,2017-01-17T22:17:52Z,BAW32,"55.728058,80.780838",38000,428,295
1484691411,2017-01-17T22:16:51Z,BAW32,"55.676834,80.972649",38000,429,295
1484691346,2017-01-17T22:15:46Z,BAW32,"55.619614,81.184967",38000,426,295
1484691280,2017-01-17T22:14:40Z,BAW32,"55.565357,81.385178",38000,425,295
1484691219,2017-01-17T22:13:39Z,BAW32,"55.513275,81.575401",38000,422,295
1484691154,2017-01-17T22:12:34Z,BAW32,"55.457912,81.775879",38000,422,296
1484691093,2017-01-17T22:11:33Z,BAW32,"55.40625,81.961639",38000,420,296
1484691032,2017-01-17T22:10:32Z,BAW32,"55.354156,82.146797",38000,421,296
1484690967,2017-01-17T22:09:27Z,BAW32,"55.297356,82.349518",38000,421,296
1484690902,2017-01-17T22:08:22Z,BAW32,"55.228085,82.533539",38000,423,306
1484690837,2017-01-17T22:07:17Z,BAW32,"55.154346,82.711823",38000,422,305
1484690772,2017-01-17T22:06:12Z,BAW32,"55.07991,82.891602",38000,422,301
1484690707,2017-01-17T22:05:07Z,BAW32,"55.020741,83.08802",38000,421,297
1484690642,2017-01-17T22:04:02Z,BAW32,"54.963345,83.282028",38000,420,297
1484690577,2017-01-17T22:02:57Z,BAW32,"54.905548,83.475815",38000,421,297
1484690512,2017-01-17T22:01:52Z,BAW32,"54.847,83.670502",38000,419,297
1484690447,2017-01-17T22:00:47Z,BAW32,"54.78891,83.862038",38000,416,297
1484690382,2017-01-17T21:59:42Z,BAW32,"54.730316,84.05365",38000,417,298
1484690317,2017-01-17T21:58:37Z,BAW32,"54.670856,84.246574",38000,419,298
1484690252,2017-01-17T21:57:32Z,BAW32,"54.611778,84.437004",38000,424,298
1484690187,2017-01-17T21:56:27Z,BAW32,"54.550842,84.631516",38000,425,298
1484690122,2017-01-17T21:55:22Z,BAW32,"54.490219,84.823502",38000,424,298
1484690057,2017-01-17T21:54:17Z,BAW32,"54.429577,85.014122",38000,418,298
1484689992,2017-01-17T21:53:12Z,BAW32,"54.369324,85.201965",38000,416,298
1484689927,2017-01-17T21:52:07Z,BAW32,"54.308716,85.389458",38000,416,299
1484689862,2017-01-17T21:51:02Z,BAW32,"54.248108,85.575493",38000,415,299
1484689797,2017-01-17T21:49:57Z,BAW32,"54.18713,85.761299",38000,414,299
1484689732,2017-01-17T21:48:52Z,BAW32,"54.126526,85.944473",38000,413,299
1484689667,2017-01-17T21:47:47Z,BAW32,"54.064049,86.132004",38000,416,299
1484689602,2017-01-17T21:46:42Z,BAW32,"54.002876,86.314331",38000,417,299
1484689537,2017-01-17T21:45:37Z,BAW32,"53.941151,86.496979",38000,418,300
1484689472,2017-01-17T21:44:32Z,BAW32,"53.87756,86.681641",38000,414,300
1484689407,2017-01-17T21:43:27Z,BAW32,"53.810291,86.863564",38000,412,308
1484689342,2017-01-17T21:42:22Z,BAW32,"53.72493,87.007164",38000,412,318
1484689280,2017-01-17T21:41:20Z,BAW32,"53.637726,87.137749",38000,414,318
1484689219,2017-01-17T21:40:19Z,BAW32,"53.550018,87.26844",38000,411,318
1484689158,2017-01-17T21:39:18Z,BAW32,"53.464325,87.395302",38000,410,318
1484689095,2017-01-17T21:38:15Z,BAW32,"53.373772,87.528641",38000,411,318
1484689031,2017-01-17T21:37:11Z,BAW32,"53.281677,87.663445",38000,408,318
1484688970,2017-01-17T21:36:10Z,BAW32,"53.196533,87.787354",38000,406,318
1484688907,2017-01-17T21:35:07Z,BAW32,"53.106792,87.917282",38000,407,319
1484688846,2017-01-17T21:34:06Z,BAW32,"53.020393,88.041611",38000,409,319
1484688785,2017-01-17T21:33:05Z,BAW32,"52.934319,88.164734",38000,407,319
1484688722,2017-01-17T21:32:02Z,BAW32,"52.842957,88.29483",38000,408,319
1484688661,2017-01-17T21:31:01Z,BAW32,"52.756851,88.416748",38000,409,319
1484688598,2017-01-17T21:29:58Z,BAW32,"52.665524,88.54525",38000,408,319
1484688537,2017-01-17T21:28:57Z,BAW32,"52.578239,88.667358",38000,408,320
1484688474,2017-01-17T21:27:54Z,BAW32,"52.486496,88.793182",38000,412,318
1484688413,2017-01-17T21:26:53Z,BAW32,"52.399899,88.921532",38000,414,317
1484688352,2017-01-17T21:25:52Z,BAW32,"52.314194,89.048157",38000,414,317
1484688289,2017-01-17T21:24:49Z,BAW32,"52.22374,89.180984",38000,418,318
1484688228,2017-01-17T21:23:48Z,BAW32,"52.136459,89.308411",38000,422,318
1484688167,2017-01-17T21:22:47Z,BAW32,"52.046951,89.438477",38000,424,318
1484688104,2017-01-17T21:21:44Z,BAW32,"51.953182,89.573891",38000,428,318
1484688043,2017-01-17T21:20:43Z,BAW32,"51.864166,89.701881",38000,430,318
1484687980,2017-01-17T21:19:40Z,BAW32,"51.769226,89.837433",38000,429,318
1484687919,2017-01-17T21:18:39Z,BAW32,"51.679138,89.965256",38000,426,318
1484687858,2017-01-17T21:17:38Z,BAW32,"51.590355,90.090714",38000,421,318
1484687797,2017-01-17T21:16:37Z,BAW32,"51.501617,90.215271",38000,420,318
1484687736,2017-01-17T21:15:36Z,BAW32,"51.412262,90.339981",38000,421,319
1484687673,2017-01-17T21:14:33Z,BAW32,"51.319748,90.469223",38000,418,318
1484687612,2017-01-17T21:13:32Z,BAW32,"51.230366,90.591354",38000,417,320
1484687551,2017-01-17T21:12:31Z,BAW32,"51.138752,90.70961",38000,418,320
1484687463,2017-01-17T21:11:03Z,BAW32,"51.002518,90.884476",37225,420,321
1484687390,2017-01-17T21:09:50Z,BAW32,"50.896362,91.019943",36450,414,321
1484687363,2017-01-17T21:09:23Z,BAW32,"50.853291,91.074448",36025,413,321
1484687275,2017-01-17T21:07:55Z,BAW32,"50.725204,91.236183",36000,414,321
1484687223,2017-01-17T21:07:03Z,BAW32,"50.644505,91.338028",36000,416,321
1484687165,2017-01-17T21:06:05Z,BAW32,"50.558849,91.443962",36000,417,322
1484678993,2017-01-17T18:49:53Z,BAW32,"37.278801,104.099403",36100,439,339
1484678927,2017-01-17T18:48:47Z,BAW32,"37.148254,104.141914",36100,455,352
1484678865,2017-01-17T18:47:45Z,BAW32,"37.015362,104.151703",36100,465,357
1484678802,2017-01-17T18:46:42Z,BAW32,"36.879181,104.158218",36075,465,357
1484678740,2017-01-17T18:45:40Z,BAW32,"36.745789,104.164642",36100,463,357
1484678677,2017-01-17T18:44:37Z,BAW32,"36.61235,104.171104",36100,458,357
1484678583,2017-01-17T18:43:03Z,BAW32,"36.413254,104.180779",36100,458,357
1484678529,2017-01-17T18:42:09Z,BAW32,"36.299248,104.186333",36125,460,357
1484678467,2017-01-17T18:41:07Z,BAW32,"36.165501,104.193108",36100,472,357
1484678405,2017-01-17T18:40:05Z,BAW32,"36.022888,104.200401",36100,470,357
1484678344,2017-01-17T18:39:04Z,BAW32,"35.900528,104.206985",36100,463,357
1484678281,2017-01-17T18:38:01Z,BAW32,"35.758987,104.214249",36100,465,357
1484678219,2017-01-17T18:36:59Z,BAW32,"35.629257,104.220718",36100,464,357
1484678157,2017-01-17T18:35:57Z,BAW32,"35.498749,104.227066",36100,461,357
1484678094,2017-01-17T18:34:54Z,BAW32,"35.362522,104.233955",36100,460,357
1484678031,2017-01-17T18:33:51Z,BAW32,"35.229664,104.240501",36100,464,357
1484677969,2017-01-17T18:32:49Z,BAW32,"35.094334,104.246811",36125,472,358
1484677908,2017-01-17T18:31:48Z,BAW32,"34.958355,104.254135",36100,478,356
1484677845,2017-01-17T18:30:45Z,BAW32,"34.820618,104.263283",36125,479,356
1484677783,2017-01-17T18:29:43Z,BAW32,"34.684258,104.272324",36100,480,356
1484676963,2017-01-17T18:16:03Z,BAW32,"32.887619,104.354736",34100,466,357
1484676945,2017-01-17T18:15:45Z,BAW32,"32.847702,104.356712",34100,467,357
1484676879,2017-01-17T18:14:39Z,BAW32,"32.70816,104.363449",34100,468,357
1484676789,2017-01-17T18:13:09Z,BAW32,"32.510834,104.373032",34100,470,357
1484676771,2017-01-17T18:12:51Z,BAW32,"32.471649,104.374893",34100,470,357
1484676710,2017-01-17T18:11:50Z,BAW32,"32.341095,104.38121",34100,470,357
1484676649,2017-01-17T18:10:49Z,BAW32,"32.209213,104.38755",34100,468,357
1484676586,2017-01-17T18:09:46Z,BAW32,"32.070999,104.394218",34100,471,357
1484676525,2017-01-17T18:08:45Z,BAW32,"31.937721,104.400551",34100,470,357
1484676464,2017-01-17T18:07:44Z,BAW32,"31.808073,104.406776",34125,463,357
1484676403,2017-01-17T18:06:43Z,BAW32,"31.678425,104.413017",34100,459,357
1484676340,2017-01-17T18:05:40Z,BAW32,"31.543121,104.419395",34100,455,357
1484676279,2017-01-17T18:04:39Z,BAW32,"31.415359,104.425491",34100,455,357
1484676218,2017-01-17T18:03:38Z,BAW32,"31.286911,104.432053",34100,455,357
1484676157,2017-01-17T18:02:37Z,BAW32,"31.15704,104.437187",34100,467,358
1484676096,2017-01-17T18:01:36Z,BAW32,"31.024553,104.442406",34100,472,358
1484676034,2017-01-17T18:00:34Z,BAW32,"30.886917,104.458061",34100,450,348
1484675972,2017-01-17T17:59:32Z,BAW32,"30.771149,104.500122",34100,426,337
1484675911,2017-01-17T17:58:31Z,BAW32,"30.660141,104.552307",34100,424,337
1484675850,2017-01-17T17:57:30Z,BAW32,"30.549271,104.604279",34100,424,338
1484675789,2017-01-17T17:56:29Z,BAW32,"30.431671,104.658775",34100,424,336
1484675724,2017-01-17T17:55:24Z,BAW32,"30.316866,104.705917",34100,445,347
1484675660,2017-01-17T17:54:20Z,BAW32,"30.180794,104.729317",34100,472,353
1484675654,2017-01-17T17:54:14Z,BAW32,"30.167572,104.731071",34100,470,352
1484675648,2017-01-17T17:54:08Z,BAW32,"30.153992,104.733261",34125,464,350
1484675642,2017-01-17T17:54:02Z,BAW32,"30.141876,104.735794",34100,457,348
1484675609,2017-01-17T17:53:29Z,BAW32,"30.077726,104.761505",34100,432,338
1484675548,2017-01-17T17:52:28Z,BAW32,"29.963953,104.814018",34100,436,338
1484675487,2017-01-17T17:51:27Z,BAW32,"29.848131,104.867622",34100,435,338
1484675424,2017-01-17T17:50:24Z,BAW32,"29.727747,104.923149",34100,438,338
1484675363,2017-01-17T17:49:23Z,BAW32,"29.615789,104.974472",34100,441,338
1484675302,2017-01-17T17:48:22Z,BAW32,"29.500805,105.027306",34100,438,338
1484675241,2017-01-17T17:47:21Z,BAW32,"29.385086,105.080109",34100,441,338
1484675180,2017-01-17T17:46:20Z,BAW32,"29.270233,105.132614",34100,437,338
1484675077,2017-01-17T17:44:37Z,BAW32,"29.072849,105.222366",34100,436,338
1484674994,2017-01-17T17:43:14Z,BAW32,"28.916994,105.292969",34100,442,338
1484674952,2017-01-17T17:42:32Z,BAW32,"28.83902,105.328255",34100,443,338
1484674891,2017-01-17T17:41:31Z,BAW32,"28.722244,105.380699",34100,451,338
1484674828,2017-01-17T17:40:28Z,BAW32,"28.59853,105.436333",34100,448,338
1484674767,2017-01-17T17:39:27Z,BAW32,"28.482243,105.488571",34100,445,338
1484674679,2017-01-17T17:37:59Z,BAW32,"28.311722,105.564934",34100,445,338
1484674636,2017-01-17T17:37:16Z,BAW32,"28.230423,105.601112",34100,446,338
1484674572,2017-01-17T17:36:12Z,BAW32,"28.107542,105.655464",34125,447,338
1484674511,2017-01-17T17:35:11Z,BAW32,"27.990051,105.707382",34100,449,338
1484674444,2017-01-17T17:34:04Z,BAW32,"27.857418,105.765594",34100,456,340
1484674438,2017-01-17T17:33:58Z,BAW32,"27.846384,105.76992",34100,456,340
1484674430,2017-01-17T17:33:50Z,BAW32,"27.827904,105.777321",34125,454,339
1484674423,2017-01-17T17:33:43Z,BAW32,"27.816559,105.782433",34125,447,336
1484674417,2017-01-17T17:33:37Z,BAW32,"27.804886,105.78891",34100,437,330
1484674395,2017-01-17T17:33:15Z,BAW32,"27.770924,105.816559",34100,417,318
1484674332,2017-01-17T17:32:12Z,BAW32,"27.677912,105.908096",34100,415,318
1484674271,2017-01-17T17:31:11Z,BAW32,"27.588684,105.995682",34100,417,318
1484674177,2017-01-17T17:29:37Z,BAW32,"27.446316,106.134903",34100,418,318
1484674156,2017-01-17T17:29:16Z,BAW32,"27.421736,106.158989",34100,416,318
1484674093,2017-01-17T17:28:13Z,BAW32,"27.330185,106.248154",34100,416,319
1484674032,2017-01-17T17:27:12Z,BAW32,"27.241333,106.334183",34100,418,318
1484673969,2017-01-17T17:26:09Z,BAW32,"27.148613,106.425407",34100,415,318
1484673907,2017-01-17T17:25:07Z,BAW32,"27.060862,106.511658",34100,416,318
1484673846,2017-01-17T17:24:06Z,BAW32,"26.971762,106.599129",34100,417,318
1484673785,2017-01-17T17:23:05Z,BAW32,"26.883219,106.686226",34100,417,319
1484673722,2017-01-17T17:22:02Z,BAW32,"26.798401,106.782288",34075,401,307
1484673658,2017-01-17T17:20:58Z,BAW32,"26.738861,106.894119",34100,390,295
1484673596,2017-01-17T17:19:56Z,BAW32,"26.691696,107.005798",34100,391,295
1484673535,2017-01-17T17:18:55Z,BAW32,"26.644226,107.117943",34100,390,295
1484673474,2017-01-17T17:17:54Z,BAW32,"26.5979,107.227753",34100,387,295
1484673413,2017-01-17T17:16:53Z,BAW32,"26.550604,107.339386",34075,391,295
1484673350,2017-01-17T17:15:50Z,BAW32,"26.50145,107.455254",34100,390,295
1484673286,2017-01-17T17:14:46Z,BAW32,"26.452145,107.571152",34100,391,295
1484673225,2017-01-17T17:13:45Z,BAW32,"26.404709,107.682388",34100,392,295
1484673164,2017-01-17T17:12:44Z,BAW32,"26.357365,107.793098",34100,393,295
1484673101,2017-01-17T17:11:41Z,BAW32,"26.307554,107.909088",34100,395,295
1484673040,2017-01-17T17:10:40Z,BAW32,"26.259201,108.021515",34100,395,295
1484672979,2017-01-17T17:09:39Z,BAW32,"26.211143,108.132935",34100,397,295
1484672918,2017-01-17T17:08:38Z,BAW32,"26.162521,108.24575",34100,400,295
1484672830,2017-01-17T17:07:10Z,BAW32,"26.09304,108.412979",34100,396,288
1484672783,2017-01-17T17:06:23Z,BAW32,"26.069765,108.501503",34100,396,286
1484672722,2017-01-17T17:05:22Z,BAW32,"26.037689,108.624573",34100,397,286
1484672661,2017-01-17T17:04:21Z,BAW32,"26.007523,108.740242",34100,396,286
1484672600,2017-01-17T17:03:20Z,BAW32,"25.976149,108.859825",34100,398,286
1484672539,2017-01-17T17:02:19Z,BAW32,"25.944717,108.979294",34125,398,286
1484672478,2017-01-17T17:01:18Z,BAW32,"25.913269,109.098541",34100,399,286
